1.883901e+00,-5.131437e+01,1.486000e+02
-8.500115e-01,-5.066069e+01,1.506000e+02
-1.055893e+00,-5.028692e+01,152
-4.300218e+00,-4.359017e+01,1.516000e+02
-7.061634e+00,-4.406983e+01,1.506000e+02
-1.088239e+01,-4.499486e+01,150
-1.753686e+01,-4.663506e+01,1.496000e+02
-1.953663e+01,-4.424853e+01,149
-1.845504e+01,-4.068107e+01,1.504000e+02
-2.570041e+01,-1.987667e+01,1.458000e+02
-2.489303e+01,-2.036936e+01,148
-2.272146e+01,-2.089067e+01,1.506000e+02
-1.931284e+01,-2.019313e+01,1.536000e+02
-1.776219e+01,-1.846489e+01,156
-1.616107e+01,-1.697592e+01,1.564000e+02
-1.200957e+01,-1.536545e+01,1.554000e+02
-5.955030e+00,-1.259778e+01,153
-1.697765e+00,-1.292914e+01,1.504000e+02
1.537430e-01,-1.367764e+01,1.486000e+02
1.652612e+00,-1.378024e+01,1.464000e+02
3.540021e+00,-1.352794e+01,1.456000e+02
